,letter,frequency
29842,রাখিদেয়ালে,1
29843,গাছালিতে ,1
29844,দোরে বেড়ালের,1
29845,নাম বলি,1
29846,ধরেআড়ালে ,1
29847,ভাবীকালে,1
29848,খোকন,1
29849,ঘুমাত ,1
29850,ঘুমাবারকরত,1
29851,আর‘গল্প,1
29852,বলো…কড়ির,1
29853,শঙ্খমালা  ,1
29854,বলত,1
29855,দুপুরেকাঁচা,1
29856,জলছবি,1
29857,বাজাত,1
29858,সুরে ওঁর,1
29859,সংআমার,1
29860,হেঁশেলে ,1
29861,ঢংমাটিতে,1
29862,লুটাতে,1
29863,দেখত,1
29864,পাঁচজন বলত ,1
29865,স্থূলোদর ,1
29866,চুলঢাকে,1
29867,টাক ,1
29868,স্লেট,1
29869,ইস্কুল আজ,1
29870,স্বাস্থ্যান্বেষী,1
29871,হাতেপার্কে,1
29872, যদি,1
29873,মেদ ,1
29874,বাড়েখুদেটুকু ,1
29875,অন্ধকারে বেড়েছে,1
29876,রাতেকেবলি,1
29877,ডেন্টিস্টের,1
29878,হাতঘড়ি,1
29879,মেরেছেঅনেকবার,1
29880,বিষয়েঅনেক,1
29881,আমার আপনার,1
29882,মতোচোখের,1
29883,দীপ্তি ,1
29884,যাপনেরধরন,1
29885,একরমবহুবিধ,1
29886,খুঁটিনাটির,1
29887,পেয়েছিগ্রন্থের,1
29888,হয়নি তবে,1
29889,দিকেতাকাতেন ,1
29890,পারে যিনি,1
29891,করেন সময়ের,1
29892,শাসনও,1
29893,পিস্তলেরট্রিগার,1
29894,টিপেছেন,1
29895,মেতেছেনগোরা,1
29896,অস্ত্রাগার,1
29897,লুণ্ঠনেঅথবা,1
29898,চট্রগ্রাম,1
29899,জেলেরনীরন্ধ্র,1
29900,সেলের,1
29901,ভেতর তখন,1
29902,কিউদাসীন,1
29903,মাঝেআপনার,1
29904,শব্দ সেই,1
29905,অনুসারে,1
29906,নিজেচোখেও,1
29907,শুনতেন ,1
29908,কানেও,1
29909,দেখতেন ক্ষুদিরাম ,1
29910,চাকী ,1
29911,আশফাকউল্লাহ ,1
29912,অপরূপঅগ্নিবলয়ের,1
29913,মহামাল্যের,1
29914,মণিরত্ন ,1
29915,ঝলকানিতে,1
29916,উঠতোআপনার,1
29917,থাকতেনচুপচাপ ,1
29918,আঁকতেন,1
29919,প্রতিরোধেরকিংবা,1
29920,সহযাত্রীদের,1
29921,উদ্ধুদ্ধ,1
29922,করতেনসামনে,1
29923,ওপরঝুলছিল,1
29924,তখনআপনার,1
29925,মেরুদণ্ড,1
29926,শিরশিরিয়ে,1
29927,উঠেছিলশীতার্ত,1
29928,গিয়েছিলক্ষণিকের,1
29929,আপনারব্যক্তিগত,1
29930,লহমায়হয়ে,1
29931,জনগোষ্ঠীর,1
29932,যুগপৎমৃত্যু,1
29933,জীবন মাস্টারদা,1
29934,জানবারপ্রয়োজনও,1
29935,অমরতাজ্যোতির্বলয়ের,1
29936,রাখী,1
29937,দিয়েছেআপনার,1
29938,কব্জিতে আপনার,1
29939,নিয়েপ্রসারিত,1
29940,ভূখণ্ডের,1
29941,দিকে ভাবীকাল,1
29942,ডাকনাম এবং,1
29943,হাতঘড়ি ,1
29944,আপনিহয়তো ,1
29945,পরেননি ,1
29946,নামাঙ্কিতক্রমাগত,1
29947,চলেছেআমাদের,1
29948,ঝালরে ,1
29949,বহুদিনধরে,1
29950,আমারজ্যোতিহীন ,1
29951,আড়ালেবলে,1
29952,চোখে বৃশ্চিক,1
29953,জলেবেবাক,1
29954,তৈজসপত্র,1
29955,চাই সবুরে,1
29956,ঘরে  কত,1
29957,পর্যবেক্ষকের,1
29958,দৃষ্টিহীন ,1
29959,শেষেআসবে,1
29960,শব্দস্রোত,1
29961,নিশ্চুপবসে,1
29962,নিশ্চিতদেবে,1
29963,নিবাসে আমার,1
29964,অবিরত কেননা,1
29965,নরকেরশিকারী,1
29966,বড়নিঝুম,1
29967,চুমোখেয়ে,1
29968,শিশুকন্যাটিকে,1
29969,শুভ্রতায়শহরের,1
29970,বন্দীদশা,1
29971,ঘোচাবার,1
29972,শৃঙ্খলিত ,1
29973,শৃঙ্খলিতপ্রতিটি,1
29974,পশুপাখি শেকল,1
29975,নিজেআগুন,1
29976,তপ্তজনপথে ,1
29977,কালি দুপুর,1
29978,চোখমেলে,1
29979,জ্বলে মিলনের,1
29980,প্রহরেশ্রাবণের,1
29981,বলেছিলে তৃষিত,1
29982,ঝরিয়েচেয়ে,1
29983,সমারোহে,1
29984,পুঞ্জমেঘের,1
29985,পাড়ে যেন,1
29986,তেড়েলাফ,1
29987,ঘাড়ে ,1
29988,আজ দারুণ,1
29989,জুড়ে ছায়া,1
29990,মাটিতে কখন,1
29991,ছায়ায়নিজের,1
29992,সহযে,1
29993,মিলাতে,1
29994,চাই কোন্‌,1
29995,গেছেস্নিগ্ধ,1
29996,কতোবাসনা,1
29997,দিনরাত পথের,1
29998,গৌরাঙ্গীর,1
29999,বাগানেচোখের,1
30000,জয়গান শিরায়,1
30001,ঝালা রক্তের,1
30002,মহাদান ,1
30003,কুম্ভকানায়,1
30004,ভরা জীবনের,1
30005,ছলকিয়ে,1
30006,ওঠে সীমাহীন,1
30007,ক্লান্তিহরা ,1
30008,কুন্তল,1
30009,ধারাঝরতো,1
30010,নিতম্ব ,1
30011,পরে কালিয়া,1
30012,চাঁদারশরণ,1
30013,নিতো,1
30014,বৈশাখেমেঘে,1
30015,বৃষ্টিধারাঃহৃদয়ের,1
30016,হাওয়ায়কাশফুল,1
30017,আত্মহারা ,1
30018,বিষাদেদিনরাত,1
30019,করে মাঝ,1
30020,ভেবেবেহুঁশ,1
30021,বেতাল,1
30022,পরেহয়তো,1
30023,মহাক্ষণ কিন্তু,1
30024,হায় হরিণ,1
30025,দুনিয়াথেকে,1
30026,প্রবেশের,1
30027,ছাড়পত্রপান,1
30028,পেলেও,1
30029,দলিলহাতছাড়া,1
30030,খুঁজছেন,1
30031,মুনিয়া খুঁজছেন,1
30032,ছত্রআওড়ান ,1
30033,ঢিলদেন,1
30034,পিরান পদযুগ,1
30035,ধূলিম্লান ,1
30036,পিরানের,1
30037,পুরবাসী ,1
30038,মতোসর্বক্ষণ ,1
30039,গাত্রাবাস,1
30040,আমোদিত,1
30041,বিরানপ্রান্তর,1
30042,বাজেশরীর,1
30043,বীণার,1
30044,সমুন্নতমাথা,1
30045,ব্যবসায়ী ,1
30046,ফড়ে ,1
30047,চাকুরেলোলুপ,1
30048, সালেহ,1
30049,বন্ধুবরেষু ,1
30050,আশ্চর্য মুখিয়ে,1
30051,নেইআমার,1
30052,শরীরে দরজার,1
30053,বাজাবারসাহস,1
30054,চুপচাপঅচেনা,1
30055,ঘামেনেয়ে,1
30056,ফের আমার,1
30057,আচরণনিজের,1
30058,খাপছাড়ালাগে ,1
30059,তিনমাথা,1
30060,কুকুর চোখের,1
30061,কুমারী তারপর,1
30062,যায়ধারারো,1
30063,ঝোপঝাড়ে ,1
30064,ক্ষুধারও,1
30065,নখ যা,1
30066,নাঙা ভিখারী,1
30067,আমারকাছ,1
30068,বুড়োভিখারীরা,1
30069,খায় কে,1
30070,গালিচা গালিচায়,1
30071,করছেখুব,1
30072,রুপালিকঠোর ,1
30073,সেগুলোর,1
30074,অধিকারীরয়েছে,1
30075,লোকটিরদিকে ,1
30076,চিবোবে ,1
30077,এইসন্ত্রস্ত,1
30078,ক রেনিয়ে,1
30079,সেইচারজন,1
30080,বন্দিকে,1
30081,ধোঁয়াশায় আকাশে,1
30082,উঠতেই,1
30083,যায়বন্দিদশা,1
30084,পুষ্পরাজি অকস্মাৎ,1
30085,জীবভয়নক,1
30086,আরবমন,1
30087,সেদিকে ,1
30088,যেআমার,1
30089,ওঠেবিদঘুটে,1
30090,জীবদের,1
30091,বুঝিনি চতুর্দিকে,1
30092,দূর ,1
30093,দেবেএই,1
30094,কণ্ঠকিত,1
30095,শেষ এ,1
30096,পথডেকে,1
30097,একদিকে ,1
30098,আরনিষ্ঠুর,1
30099,রংবেরঙের,1
30100,খেলাদেখিয়ে,1
30101,কাটিয়েছিকতকাল ,1
30102,ছুতোয়,1
30103,তারবুকে,1
30104,বৃক্ষচূড়েকপোত,1
30105,মাইকেল,1
30106,সারাবেলা কপোতাক্ষ,1
30107,হায় প্রকৃত,1
30108,পর্দানশিনের,1
30109,লাস্যে ,1
30110,ব্যথিতহৃদয়ের,1
30111,চিতাগ্নিতে,1
30112,দিয়েছিকিছু,1
30113,করে কমিউনিস্ট,1
30114,ইস্তাহার ,1
30115,প্রেরণায়মুখস্ত,1
30116,কেয়ারিতে,1
30117,দেখেগোলাপের,1
30118,পেলবতা ,1
30119,কটাক্ষ ,1
30120,ভ্রমরেরআড়িপাতা ,1
30121,আঁচড় কত,1
30122,সমগ্রে,1
30123,নখবসিয়েছে,1
30124,ধুমায়িত,1
30125,প্রখরচঞ্চু,1
30126,আমারছিঁড়ে,1
30127,নাতুমি ,1
30128,খেদহীন,1
30129,বিবেচনাইত্যাদির,1
30130,সান্ত্বনা ,1
30131,এখন চড়ায়,1
30132,ঠেকেছে,1
30133,নাও বৈরী,1
30134,পাঁজর দুঃখ,1
30135,পল্লী,1
30136,আপনডেরা,1
30137,পাতো,1
30138,যাও বস্তুত,1
30139,মুর্গী,1
30140,গাজর ,1
30141,কাদামাটিনিয়ে,1
30142,স্তব্ধতায়পারি,1
30143,মৃত্যুঞ্জয়,1
30144,হায় প্রতিমার ,1
30145,জাদুকাঠি স্পর্শে,1
30146,খাঁটিঅজর,1
30147,ফ্রেস্কোয়,1
30148,জাগবে,1
30149,সাহারায় অথবা,1
30150,আস্তানায়একা,1
30151,ছন্দমিল,1
30152,খাটি ,1
30153, তাকে ,1
30154,করত ,1
30155,গোয়েন্দা,1
30156,গল্প ,1
30157,ভ্রমণকাহিনীকিংবা,1
30158,চিত্রতারকার,1
30159,জীবনপঞ্জি,1
30160,লিখেহয়নি,1
30161,অর্থাগম ,1
30162,ওযায়,1
30163,ভদ্রমণ্ডলীকে আমার,1
30164,মরালগামিনীসকালের,1
30165,উধাওরাত্রির,1
30166,প্রেমিকপ্রেমিকার,1
30167,শোক ঠোঁটের,1
30168,দিকঝড়ে,1
30169,সারেঙের,1
30170,চোখযখন,1
30171,কাজলে,1
30172,নগরেরঅষ্টতম,1
30173,নাগরের,1
30174,স্বর্গবাসী,1
30175,দ্বন্দ্বক্ষুব্ধ,1
30176,টেবিলেরনিষ্কম্প,1
30177,কেবলিছেড়ে,1
30178,শুভ্রতম,1
30179,অতলে নিখাদ,1
30180,নির্বীজ,1
30181,রুক্ষতাকেসাজাই,1
30182,সরেস,1
30183,জলেমরুভূমি,1
30184,বীণাএবং,1
30185,কর্দমে,1
30186,যাকেত্রিলোকে,1
30187,নগদ,1
30188,আঁধারবিড়ালের,1
30189,শুধুকথা,1
30190,জীবনপণ,1
30191,ক্ষয় অথচ,1
30192,বরমাল্য ,1
30193,পরাজয়যা,1
30194,ভাবনারস্বরূপ,1
30195,বনভূমি কাঁটাবন ,1
30196,ঔদাস্যময়,1
30197,ছিন্নআলখাল্লা ,1
30198,লালটিলা,1
30199,কেউটে ,1
30200,ভয়ংকর অবেলায়,1
30201,বিপুলবৃষ্টিধারা ,1
30202,নিরুদ্দেশে কে,1
30203,কথাজিগ্যেস,1
30204,সব কেমনে,1
30205,অচিন শূন্য,1
30206,খাঁচা,1
30207,গানহীন মৃতের,1
30208,মৃত্যুদন্ড,1
30209,দিলে কী,1
30210,অপরাধী ,1
30211,না কস্মিকালেও,1
30212,শক্রুতা,1
30213,সাধিনি ,1
30214,বাণী অলৌকিক ,1
30215,প্রেমময় ,1
30216,বাজিয়েছি ,1
30217,ছিলেমিশে,1
30218,ঝিলে শস্যক্ষেতে ,1
30219,অপরাধ আমার,1
30220,নিখাদপ্রেমস্বপ্ন,1
30221,ককর্শ,1
30222,ঢিলে ,1
30223,পাঠালে,1
30224,নির্বাসনে ,1
30225,ভয়ংকার তোমার,1
30226,বলো মৃত্যুর,1
30227,কঠোর তুমি,1
30228,ছলোছলোচোখ ,1
30229,কুরে ,1
30230,দ্রুতপ ড়ে,1
30231,যেতেভাবছি,1
30232,পতনআমার ,1
30233,ঝুলছি,1
30234,বেশিকাঁটাবিদ্ধ ,1
30235,প্রায়অজ্ঞান,1
30236,পথেপ ড়ে,1
30237,চেষ্টায় ,1
30238,নেইকী,1
30239,পরদেখি,1
30240,আর্ত্মুখ ,1
30241,লোভেরগর্ত,1
30242,ফেরিয়ে,1
30243,সহজ বিশুদ্ধ,1
30244,ফলেদুর্গন্ধের,1
30245,রূপময়,1
30246,যারঢেকে,1
30247,যাত্রীকে ,1
30248,আরোহীরূপে,1
30249,থেকেমেঘান্তরে ,1
30250,প্রসাদের,1
30251,মেঘকে,1
30252,চাইতার,1
30253,চেয়েপ্রতিক্ষণ ,1
30254,কালিদাস,1
30255,অনুনয়করি,1
30256,মেঘকন্যাদের,1
30257,চুপথাকে ,1
30258,একালেরশাদামাটা,1
30259,মিনতিতে ,1
30260,নিরুপায়আমি,1
30261,তবুস্বস্তি,1
30262,টেলিফোনও,1
30263,মেঘদূত,1
30264,তারকাছে,1
30265,সময় যখন,1
30266,ছাপিয়েস্পন্দমান ,1
30267,অগ্নিবাণহ য়ে,1
30268,অশ্রুধারা,1
30269,আরশ্রাবণের,1
30270,গাঁও ,1
30271,পড়লোএকটি,1
30272,এগিয়েআসছে,1
30273,বেজায়ভড়কে,1
30274,অগ্রসরমান,1
30275,নিজেরহাত,1
30276,গেলাম অথচ,1
30277,খোঁচা,1
30278,দিকেপ্রাথমিক,1
30279,ভদ্র,1
30280,আলাপশুরু,1
30281,বেজায়তুখোড়,1
30282,নিজেরএখতিয়ারে,1
30283,খুশিচটজলদি,1
30284,পারেনমন,1
30285,তীক্ষ্ণধী,1
30286,ব্যক্তিটি,1
30287,রূপবানও,1
30288,বটে হঠাৎ,1
30289,দ্রুতগলতে,1
30290,দৃষ্টিকে,1
30291,বিশ্বাসকরতে,1
30292,হচ্ছিলাম ,1
30293,ব্যক্তিরএই,1
30294,চেয়ারেএক,1
30295,তাকাচ্ছে,1
30296,বেয়াড়াতাচ্ছিল্যে ,1
30297,লাগছিলো,1
30298,আসেআপন,1
30299,পথএবং,1
30300,ঔদাস্যেফুটপাতে,1
30301,দরদালানেরদেয়াল ,1
30302,পড়েকাঠবিড়ালীর,1
30303,ভঙ্গিতে মধ্যরাতে,1
30304,ফোকটে,1
30305,খেয়েগলিতে,1
30306,সংবাদপত্রেশিস,1
30307,শব্দাবলীউঠোনে,1
30308,ঘরেপ্রহরে,1
30309,আরমেঝেতে,1
30310,গড়িয়েকাটায়,1
30311,বাস্বপ্নের,1
30312,ঝরণায়,1
30313,উদ্যানেবাড়ায়,1
30314,স্বপ্নার্দ্র,1
30315,বেহালাবেজে,1
30316,সভ্যতায়,1
30317,মতোনজেগে,1
30318,ওড়েএক,1
30319,মরীচিকা কখনো,1
30320,খেলাবিশ্বব্যাপী,1
30321,জনসমাবেশে ,1
30322,পায়েমরুসীমা,1
30323,কেশরে,1
30324,কেশরেসমাহিত,1
30325,সাম্রাজ্যের,1
30326,শোভায়প্রস্ফুটিত,1
30327,সংসারনানা,1
30328,গুঞ্জরণেদৃশ্যে,1
30329,ক্রমাগতঅত্যন্ত,1
30330,স্তর শোকগাথা,1
30331,আর্তরব,1
30332,কতবিপুল,1
30333,ধ্বংসের রেস্কিউ,1
30334,ধ্বংসলীলা ,1
30335,রেখো তরুণ,1
30336,কিছুঅদৃশ্য,1
30337,পথেধ্বনি,1
30338,মুখচ্ছবি,1
30339,দুপুরেইঅকস্মাৎ,1
30340,চুতর্দিকে,1
30341,আসে মেধার,1
30342,অন্ধকারেকাকে,1
30343,উন্মুথিত,1
30344,উপত্যকাএবং,1
30345,মতোনসাড়া,1
30346,মেষরে,1
30347,বেশ মনে,1
30348,লেশ ,1
30349,ডানে বামে,1
30350,বামে হাবে,1
30351,যাবিসোজা,1
30352,মোক্ষধামে চলায়,1
30353,ঢিমে,1
30354,তালের,1
30355,রেশ মেষরে,1
30356,আলোবোবা,1
30357,তারা মুখে,1
30358,যাদেরআকাট,1
30359,পড়েপাড়ায়,1
30360,রাহাজানি দশের,1
30361,দশায়,1
30362,কুমিরফেলছে,1
30363,পানি পৃথিবীটা,1
30364,ঘুরুকমানুষ,1
30365,উড়ুক,1
30366,চাঁদে ফাটায়,1
30367,তলায়পড়ছে,1
30368,ফাঁদে তোর,1
30369,খড়বিচুলিপেলেই,1
30370,পোয়াবারো জাবর,1
30371,যায় পশম,1
30372,দেখিস,1
30373,ঐসবুজ,1
30374,দেশ মেষরে,1
30375,গাছিয়েবলতে,1
30376,তিনিএত,1
30377,চেটোয়মেহেদীর,1
30378,যাবলেছেন,1
30379,পারেআমি,1
30380,ফেরেশ্‌তা,1
30381,আরযে,1
30382,আরোপ,1
30383,হ য়েছে,1
30384,এইবান্দার,1
30385,ওষোলআনা,1
30386,সংকটেরজটিলতা,1
30387,সময ,1
30388,হোক আমি,1
30389,দলামোচা,1
30390,ক রেছুঁড়ে,1
30391,কাগজেরঝুড়িতে ,1
30392,অস্বীকারকরি ,1
30393,এটাইসব,1
30394,রাখতেন ,1
30395,তখন মানে ,1
30396,ঝুঁকেলিখি ,1
30397,হাওয়াই,1
30398,সেতুগুঁড়িয়ে,1
30399,লাভাক্রমাগত,1
30400,হতচ্ছাড়াকেই,1
30401,মতোদলামোচা,1
30402,যে রতিবিহারের,1
30403,মুখেঅন্য,1
30404,সরোবরেডুবে,1
30405,টেরেশতাআমি,1
30406,শিরোপাওআমার,1
30407,লভ্যনয় আমি,1
30408,মশালব য়ে,1
30409,দিনরাত্রি ,1
30410,ওতার,1
30411,জায়নামাজে,1
30412,আমারমঙ্গল,1
30413,তুলে তখন,1
30414,মাথানীলিমাকে,1
30415,কিতার,1
30416,ভঙ্গির,1
30417,যোগ্য ,1
30418,তিনিপ্রকৃত,1
30419,চেনেন,1
30420,আজো আমাকে,1
30421,মুনির,1
30422,মত কত,1
30423,ওদেরপ্রত্যেকের,1
30424,ব্যাঙআচিদেরঅগুণতি,1
30425,ক রেআমার,1
30426,বিদ্যমান,1
30427,রাইজদালানের,1
30428,আন্দাজের,1
30429,দ্রোহ ,1
30430,ক্ষোভ ,1
30431,বিষাদ আনন্দ,1
30432,ভালোবাসারসান্নিধ্যে,1
30433,বর্তে,1
30434,গেরিলার,1
30435,মতো অথচ,1
30436,পৃথিবীরকোন্‌,1
30437,স্যীন্‌,1
30438,রাইনের,1
30439,তীরঅথবা,1
30440,টেমস্‌,1
30441,ভল্গা ,1
30442,মিসিসিপি,1
30443,নদ,1
30444,কারতরঙ্গে,1
30445,নেচেছো,1
30446,কেটেছো,1
30447,সাঁতারসেসব,1
30448,নিবিড়ঢেউয়ে,1
30449,নীড়তোমার,1
30450,দুর্নিবার ,1
30451,কোরবানীর,1
30452,ম্রিয়মাণপশুর,1
30453,ডালিমের,1
30454,পড়াবুক ,1
30455,খোড়ো,1
30456,ঝরাশৈশব ,1
30457,বনমনে,1
30458,বাতিঘর ,1
30459,বিরানউদাস,1
30460,লন্ঠন ,1
30461,পৃথিবীআমার,1
30462,রয়েছে গাছ ,1
30463,নার্সারির ,1
30464,পথনীলকণ্ঠ ,1
30465,ভরেরইবে,1
30466,রাতেদেখা,1
30467,নীরোগ,1
30468,জানলাম ,1
30469,এমত,1
30470,ভালোবাসাতোমার,1
30471,সবযন্ত্রণা ,1
30472,ক্লেশ ,1
30473,গর্বেরঝুঁটিকে,1
30474,সন্ধ্যায়তোমার,1
30475,চিৎকারেদীর্ণ,1
30476,বারেকুটি,1
30477,শিরাপুঞ্জ ,1
30478,তমসায়অন্তর্গত,1
30479,দ্বারেমাথা,1
30480,অন্ধলোক ,1
30481,কিনারেঅত্যন্ত,1
30482,বিপজ্জনকভাবে,1
30483,হয় যেমন,1
30484,সুরউন্মুক্ত,1
30485,মধুরস্পর্শ ,1
30486,হৃদয়তোমাকেই,1
30487,চণ্ডীদাস,1
30488,নক্ষত্রেরদিকে,1
30489,তাকাতেন ,1
30490,তাঁরবাষ্পময়,1
30491,উঠতো ,1
30492,ভয়করতো,1
30493,দেখেভূমণ্ডলে ,1
30494,নভোমগুলের,1
30495,অস্তিত্বেরতন্তজালে ,1
30496,অগোচরে অথবা,1
30497,ফুলেক্ষয়চিহ্ন ,1
30498,নশ্বরতাকরতো,1
30499,কোকিলেরআর্ত,1
30500,গুঞ্জরণব্যাকুল,1
30501,দিতো ,1
30502,অনাগত,1
30503,ধ্বনি হতে,1
30504,যেতেদেখলেন,1
30505,মাধ্যাহ্নিক,1
30506,মতোতাকিয়ে,1
30507,তিনি নাকি,1
30508,পুকুরেরঘাটে,1
30509,উপরেসত্য,1
30510,নৈঃশব্দকে,1
30511,তিনিগুঞ্জরিত,1
30512,সন্নিকটেনিঃস্বতাকে,1
30513,বানালেন,1
30514,ভূষণ ,1
30515,মিয়ে,1
30516,ছিঁড়েগেলে,1
30517,ঝাঁকুনিদিয়ে,1
30518,ভাঙালো,1
30519,গাঢ়নিদ্রা ,1
30520,মানবঅথবা,1
30521,দ্রুতশয্যা,1
30522,কান্নাভেসে,1
30523,ঘরবাড়িনেই,1
30524,থেকেমানবীর,1
30525,আমারশ্রুতিতে,1
30526,বিরহী,1
30527,যুবকবাঁশিতে,1
30528,কান্নারূপী,1
30529,ধরেএভাবেই,1
30530,এখানেবিরানায় ,1
30531,কোনওকালেমিলবে,1
30532,ব্যতীতআর,1
30533,ক্রুশোর,1
30534,অবিকলনিঃসঙ্গ,1
30535,কাটাবার,1
30536,তবেজানি,1
30537,কাটাতাম,1
30538,দ্বীপবাসী,1
30539,কিউন্মাদের,1
30540,আমার তখন,1
30541,ডালেনিজেকে,1
30542,অসীমের,1
30543,অবসানআজ,1
30544,অনাগতমুহূর্তের,1
30545,অন্তর্গতগানে,1
30546,পুনর্মিলনের,1
30547,গান একেকটি,1
30548,বহুশত,1
30549,বর্ষের,1
30550,অবসান যখন,1
30551,অবিরতদেখেছি,1
30552,নতপদ্মের,1
30553,দিলখোলাকথা,1
30554,গৃহকোণবাসর,1
30555,পুলকিত ,1
30556,দোলাআমার,1
30557,অস্তিত্বে ,1
30558,টেলিফোন যার,1
30559,নিবাসেঘাতক,1
30560,সন্ত্রাসে ,1
30561,টেলিফোনেসকালে,1
30562,পুষ্টিত,1
30563,স্বরনিভৃতে,1
30564,থরঅস্তিত্ব,1
30565,স্বপ্নময়তায়,1
30566,শোনে যদিও,1
30567,তারবাহী,1
30568,ঘরঅলৌকিক,1
30569,বাসরঘর,1
30570,অতঃপরআমরা,1
30571,সঙ্গমসুখে,1
30572,কথোপকথনশেষ,1
30573,যায়দেবালয়ে,1
30574,গুঞ্জরণবেলা,1
30575,ঘাসবনে,1
30576,যুগ্মতায়অবিরল,1
30577,থাকেঅসংবৃত,1
30578,চন্দ্রোদয়ে,1
30579,চকোর,1
30580,টেবিলেঝুঁকে ,1
30581,আচমকান্যালাখ্যাপা,1
30582,সম্মুখেদাঁড়ালো ,1
30583,আমন্ত্রণের,1
30584,পাশেরচেয়ারে,1
30585,নিলো,1
30586,দিলোঘনিষ্ঠ,1
30587,আপনজন বস্তুত,1
30588,অনাহূত,1
30589,অতিথিরদিকে,1
30590,দিয়েশুনি,1
30591,গিয়েওমূক,1
30592,অনাহুত,1
30593,ব লেসময়কে,1
30594,হয় কিছু,1
30595,আড়ালেথেকে,1
30596,অতিথিরকণ্ঠস্বর,1
30597,অপরূপ ,1
30598,হয়েওঠে ,1
30599,তারভক্ত,1
30600,আভাবোধ,1
30601,করি আচমকা,1
30602,রাত্রিশেষে,1
30603,কেমনআলাদা ,1
30604,এইপরিবর্তনের,1
30605,তো অধিক,1
30606,বিস্ময়েররূপালি,1
30607,এক নিঃসঙ্গ,1
30608,একজন যখন,1
30609,নাড়েএই,1
30610,ব্যাকুলকরি,1
30611,সেইদূর,1
30612,ঘাট বেগার্ত,1
30613,বৃক্ষহীন,1
30614,সেতুএবং,1
30615,যারাআশেপাশে ,1
30616,কোথায়আজ,1
30617,মতো একজন,1
30618,বন্দ,1
30619,একাপদ্য,1
30620,করেনিঃস্ব,1
30621,বাহাদুর,1
30622,জাফরের,1
30623,মতো এখন,1
30624,হয়মাঝে,1
30625,মতনঘুরিয়ে,1
30626,ছাড়িদীর্ঘশ্বাস,1
30627,কোন্‌অজুহাতে,1
30628,অতিক্রান্ত,1
30629,কালনিঝুম,1
30630,ফিরেএকান্ত,1
30631,পুনরায় দেখি,1
30632,স্মিতবাসর,1
30633,শোকাপ্লুত,1
30634,শবযাত্রা আজ,1
30635,থানা,1
30636,প্যারেড,1
30637,দূরেদেবদূতী,1
30638,কবিত্বের,1
30639,ঘোরেসবখানে,1
30640,রাখেকোজাগরী,1
30641,অমাবস্যায়দারুণ,1
30642,অনলবর্ষী,1
30643,গ্রীষ্মে ,1
30644,বর্ষায় কদম,1
30645,থাকেকবিতার,1
30646,কবিতাকেবুকে,1
30647,স্বর্ণাভায়ঠোঁট,1
30648,ঘষে ,1
30649,খায়কবিতার,1
30650,নিষ্ঠুরাতমারকিছুতে,1
30651,কত তবু,1
30652,অসুখেজ্ব লে,1
30653,পানশালা ,1
30654,সততমাতাল,1
30655,ঢোকে ,1
30656,ঘোড়াটাকে,1
30657,সিন্ধুপারেদেখলেন ,1
30658,পারাবারঅবগাহনের,1
30659,মোছা,1
30660,ঝড়েদিলেন,1
30661,চরাচরে মৃত্যুর,1
30662,সৃষ্টিলীলা ,1
30663,শান্তিলেপা,1
30664,ছবিশব্দের,1
30665,জাদু ,1
30666,মায়াবনবিহারিণী,1
30667,এবংছায়া,1
30668,কানকা,1
30669,ঋতুরং,1
30670,হামেদ,1
30671,জালাল ,1
30672,পৌঢ় ,1
30673,রাতেযিনি,1
30674,গ্রান্ড,1
30675,ক্যানালের,1
30676,গন্ডোলায়,1
30677,ভেসেআপেলের,1
30678,ছাড়িয়ে,1
30679,খোসা ,1
30680,হেসেবুদ্ধের,1
30681,সাথেকাঁকড়ার,1
30682,অয়েস্টার,1
30683,চোখে মাতাডোর,1
30684,দেখেমিটিয়ে,1
30685,ঘাগরার,1
30686,শেষেএকদিন,1
30687,আবেশেস্বদেশের,1
30688,ভিড়লেন যিনি,1
30689,শালিকের,1
30690,‘আগে,1
30691,নামিনি তিনিও,1
30692,কাঞ্চন,1
30693,কামিনী ত্বকের,1
30694,লেনদেন ,1
30695,সুফিয়া,1
30696,খাতুন,1
30697,কেশদামেছিল,1
30698,স্বর্ণভস্ম ,1
30699,খামেস্বামী,1
30700,ছলেপাঠিয়েছে,1
30701,বলে তিনিও,1
30702,ভোলেন,1
30703,কামকলা কর্মঘর্ম,1
30704,গলাবাজিকরে ,1
30705,ঘষে সহানুভূতির,1
30706,সবজির,1
30707,কষে রুটির,1
30708,জানেজমায়,1
30709,শুঁড়ির,1
30710,দোকানে সোনার,1
30711,দিনরাতঘোরে,1
30712,রোদেনেতার,1
30713,অকস্মাৎমুখ,1
30714,দুর্জ্ঞেয়,1
30715,বোধেতারা,1
30716,আরসোমবার,1
30717,চমৎকারপ্রেসক্রিপশন,1
30718,পথ্য,1
30719,হেসে অবশ্য,1
30720,উষ্ণতায়,1
30721,ভালোবেসেকরেছ ,1
30722,অন্ধকারমেঘ,1
30723,ঘনায় ,1
30724,প্লেয়ারনিমেষে,1
30725,ভেসেযাই,1
30726,‘শেষের,1
30727,আবেশেইত্যাদি,1
30728,আঁধার ,1
30729,চাপথেকে,1
30730,সুনিশ্চয়তোমার,1
30731,বুলিয়েমনোভাব,1
30732,লাঘব,1
30733,দহমনের,1
30734,তাপঅত্যন্ত,1
30735,নিয়েব্যর্থতার,1
30736,প্রস্থিত,1
